participant,signals,variables
046,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
047,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
048,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
049,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
050,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
051,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
052,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
053,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
054,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
055,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
056,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
057,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
058,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
059,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
060,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
061,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
062,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
063,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
064,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
065,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
066,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
067,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
068,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
069,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
070,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
071,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
072,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
073,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
074,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
075,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
076,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
077,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
078,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
079,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
080,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
081,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
082,24,"__columns__, __recording_keys__, CrossArms__LeftWrist, CrossArms__RightWrist, DrinkGlas__LeftWrist, DrinkGlas__RightWrist, Entrainment__LeftWrist, Entrainment__RightWrist, HoldWeight__LeftWrist, HoldWeight__RightWrist, LiftHold__LeftWrist, LiftHold__RightWrist, PointFinger__LeftWrist, PointFinger__RightWrist, Relaxed__LeftWrist, Relaxed__RightWrist, RelaxedTask__LeftWrist, RelaxedTask__RightWrist, StretchHold__LeftWrist, StretchHold__RightWrist, TouchIndex__LeftWrist, TouchIndex__RightWrist, TouchNose__LeftWrist, TouchNose__RightWrist"
